ID,Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
1111,Multiple carriers,27-05-2019,Delhi,Cochin,DEL _ BOM _ COK,06:00,21:00,15h,1 stop,No info,8475
1112,SpiceJet,06-04-2019,Kolkata,Banglore,CCU _ BLR,22:20,07-04-2019 00:40,2h 20m,non-stop,No info,3873
1113,IndiGo,21-06-2019,Mumbai,Hyderabad,BOM _ HYD,21:20,22:50,1h 30m,non-stop,No info,2227
1114,Jet Airways,06-03-2019,Delhi,Cochin,DEL _ IDR _ BOM _ COK,05:25,07-03-2019 19:45,38h 20m,2 stops,In-flight meal not included,16389
1115,Air India,03-05-2019,Banglore,Delhi,BLR _ DEL,06:10,08:55,2h 45m,non-stop,No info,5228
1116,Air India,21-03-2019,Banglore,New Delhi,BLR _ MAA _ DEL,11:50,19-03-2019 08:55,21h 5m,1 stop,No info,5092
1117,IndiGo,09-03-2019,Banglore,New Delhi,BLR _ DEL,21:20,13-03-2019 00:15,2h 55m,non-stop,No info,4777
1118,Air Asia,24-03-2019,Banglore,New Delhi,BLR _ DEL,05:50,08:40,2h 50m,non-stop,No info,3383
1119,Vistara,21-05-2019,Kolkata,Banglore,CCU _ DEL _ BLR,07:10,22-05-2019 09:05,25h 55m,1 stop,No info,8452
1120,IndiGo,27-05-2019,Banglore,Delhi,BLR _ DEL,23:30,28-05-2019 02:20,2h 50m,non-stop,No info,3943
1121,Air India,24-06-2019,Mumbai,Hyderabad,BOM _ HYD,21:05,22:25,1h 20m,non-stop,No info,3100
1122,IndiGo,06-03-2019,Delhi,Cochin,DEL _ BOM _ COK,09:10,07-03-2019 01:35,16h 25m,1 stop,No info,14871
1123,Jet Airways,21-06-2019,Banglore,Delhi,BLR _ DEL,11:10,14:05,2h 55m,non-stop,No info,8016
1124,Multiple carriers,12-06-2019,Delhi,Cochin,DEL _ BOM _ COK,06:00,19:00,13h,1 stop,No info,11789
1125,Multiple carriers,15-05-2019,Delhi,Cochin,DEL _ BOM _ COK,11:40,19:00,7h 20m,1 stop,No info,10529
1126,Air Asia,15-03-2019,Banglore,New Delhi,BLR _ DEL,05:50,08:40,2h 50m,non-stop,No info,5615
1127,SpiceJet,06-06-2019,Kolkata,Banglore,CCU _ MAA _ BLR,15:05,20:20,5h 15m,1 stop,No info,4649
1128,Air India,09-06-2019,Kolkata,Banglore,CCU _ IXR _ DEL _ BLR,05:50,23:15,17h 25m,2 stops,No info,12723
1129,Jet Airways,24-05-2019,Kolkata,Banglore,CCU _ BOM _ BLR,06:30,18:15,11h 45m,1 stop,In-flight meal not included,10844
1130,Jet Airways,03-06-2019,Delhi,Cochin,DEL _ BOM _ COK,20:55,04-06-2019 19:00,22h 5m,1 stop,No info,14714
1131,Vistara,12-06-2019,Delhi,Cochin,DEL _ COK,14:40,17:50,3h 10m,non-stop,No info,6216
1132,IndiGo,15-03-2019,Kolkata,Banglore,CCU _ BLR,09:35,12:20,2h 45m,non-stop,No info,4148
1133,IndiGo,06-03-2019,Delhi,Cochin,DEL _ HYD _ COK,06:40,12:00,5h 20m,1 stop,No info,5647
1134,Jet Airways,15-05-2019,Kolkata,Banglore,CCU _ BOM _ BLR,08:25,18:15,9h 50m,1 stop,In-flight meal not included,10844
1135,IndiGo,09-05-2019,Delhi,Cochin,DEL _ HYD _ COK,05:05,12:10,7h 5m,1 stop,No info,6818
1136,Air India,27-05-2019,Delhi,Cochin,DEL _ GOI _ BOM _ COK,10:55,28-05-2019 07:40,20h 45m,2 stops,No info,13643
1137,Multiple carriers,27-03-2019,Delhi,Cochin,DEL _ BOM _ COK,07:00,21:00,14h,1 stop,No info,6358
1138,Jet Airways,01-06-2019,Delhi,Cochin,DEL _ BOM _ COK,13:00,19:00,6h,1 stop,No info,14714
1139,SpiceJet,21-04-2019,Delhi,Cochin,DEL _ PNQ _ COK,08:45,13:15,4h 30m,1 stop,No info,6460
1140,Jet Airways,12-05-2019,Kolkata,Banglore,CCU _ BOM _ BLR,21:10,13-05-2019 12:00,14h 50m,1 stop,In-flight meal not included,9663
1141,Jet Airways,21-05-2019,Kolkata,Banglore,CCU _ BOM _ BLR,06:30,22-05-2019 10:05,27h 35m,1 stop,No info,13941
1142,Jet Airways,27-03-2019,Delhi,Cochin,DEL _ BOM _ COK,19:45,28-03-2019 19:45,24h,1 stop,In-flight meal not included,5963
1143,Jet Airways,15-06-2019,Delhi,Cochin,DEL _ JAI _ BOM _ COK,19:30,16-06-2019 12:35,17h 5m,2 stops,No info,13014
1144,Jet Airways,09-05-2019,Kolkata,Banglore,CCU _ BOM _ BLR,16:30,10-05-2019 09:20,16h 50m,1 stop,In-flight meal not included,9663
1145,IndiGo,06-04-2019,Banglore,Delhi,BLR _ DEL,13:00,15:50,2h 50m,non-stop,No info,4423
1146,Jet Airways,06-05-2019,Delhi,Cochin,DEL _ JDH _ BOM _ COK,11:40,19:00,7h 20m,2 stops,No info,21219
1147,IndiGo,24-05-2019,Delhi,Cochin,DEL _ BOM _ COK,18:35,25-05-2019 01:30,6h 55m,1 stop,No info,7503
1148,IndiGo,24-06-2019,Kolkata,Banglore,CCU _ BLR,21:25,25-06-2019 00:05,2h 40m,non-stop,No info,4804
1149,Jet Airways,09-05-2019,Delhi,Cochin,DEL _ JAI _ BOM _ COK,09:40,10-05-2019 12:35,26h 55m,2 stops,No info,15129
1150,Multiple carriers,27-03-2019,Delhi,Cochin,DEL _ HYD _ MAA _ COK,07:10,21:20,14h 10m,2 stops,No info,6197
1151,SpiceJet,27-05-2019,Chennai,Kolkata,MAA _ CCU,17:45,20:05,2h 20m,non-stop,No info,3597
1152,Multiple carriers,27-03-2019,Delhi,Cochin,DEL _ BOM _ COK,07:30,19:15,11h 45m,1 stop,No info,9100
1153,Jet Airways,01-06-2019,Mumbai,Hyderabad,BOM _ HYD,07:05,08:30,1h 25m,non-stop,In-flight meal not included,4050
1154,Multiple carriers,06-06-2019,Delhi,Cochin,DEL _ BOM _ COK,10:00,07-06-2019 01:30,15h 30m,1 stop,No info,7723
1155,Jet Airways,09-05-2019,Delhi,Cochin,DEL _ AMD _ BOM _ COK,23:05,10-05-2019 19:00,19h 55m,2 stops,No info,15129
1156,Jet Airways,18-05-2019,Delhi,Cochin,DEL _ BOM _ COK,08:00,19:00,11h,1 stop,In-flight meal not included,12373
1157,IndiGo,03-05-2019,Banglore,Delhi,BLR _ DEL,23:30,04-05-2019 02:20,2h 50m,non-stop,No info,4591
1158,SpiceJet,09-03-2019,Chennai,Kolkata,MAA _ CCU,08:20,10:35,2h 15m,non-stop,No info,6300
1159,Air India,24-03-2019,Banglore,New Delhi,BLR _ DEL,17:00,19:45,2h 45m,non-stop,No info,5176
1160,Multiple carriers,15-06-2019,Delhi,Cochin,DEL _ BOM _ COK,09:00,19:00,10h,1 stop,No info,12717
1161,Air India,18-03-2019,Chennai,Kolkata,MAA _ CCU,11:40,13:55,2h 15m,non-stop,No info,4405
1162,SpiceJet,21-04-2019,Delhi,Cochin,DEL _ MAA _ COK,15:45,22:05,6h 20m,1 stop,No info,6749
1163,Jet Airways,12-05-2019,Kolkata,Banglore,CCU _ GAU _ BLR,10:20,17:35,7h 15m,1 stop,In-flight meal not included,7064
1164,Jet Airways,21-05-2019,Delhi,Cochin,DEL _ BOM _ COK,07:05,12:35,5h 30m,1 stop,No info,16289
1165,IndiGo,15-03-2019,Chennai,Kolkata,MAA _ CCU,11:35,14:00,2h 25m,non-stop,No info,6297
1166,Jet Airways,12-05-2019,Mumbai,Hyderabad,BOM _ HYD,19:35,21:05,1h 30m,non-stop,No info,5678
1167,Jet Airways,01-05-2019,Kolkata,Banglore,CCU _ BOM _ BLR,20:00,02-05-2019 09:20,13h 20m,1 stop,No info,14388
1168,Jet Airways,18-04-2019,Banglore,Delhi,BLR _ DEL,06:00,08:45,2h 45m,non-stop,No info,7229
1169,IndiGo,24-03-2019,Kolkata,Banglore,CCU _ BBI _ BLR,11:55,16:25,4h 30m,1 stop,No info,9806
1170,IndiGo,06-06-2019,Delhi,Cochin,DEL _ LKO _ COK,21:50,07-06-2019 03:35,5h 45m,1 stop,No info,6195
1171,Jet Airways,12-06-2019,Kolkata,Banglore,CCU _ BOM _ BLR,18:55,13-06-2019 18:15,23h 20m,1 stop,No info,13044
1172,Jet Airways,27-06-2019,Delhi,Cochin,DEL _ LKO _ BOM _ COK,11:45,28-06-2019 04:25,16h 40m,2 stops,No info,13882
1173,Jet Airways,24-03-2019,Banglore,New Delhi,BLR _ BOM _ DEL,05:45,10:45,5h,1 stop,In-flight meal not included,8147
1174,Air India,09-04-2019,Delhi,Cochin,DEL _ HYD _ BOM _ COK,17:15,10-04-2019 07:40,14h 25m,2 stops,No info,8052
1175,Jet Airways,01-05-2019,Kolkata,Banglore,CCU _ BOM _ BLR,06:30,19:50,13h 20m,1 stop,No info,14781
1176,Jet Airways,24-05-2019,Kolkata,Banglore,CCU _ DEL _ BLR,09:35,22:05,12h 30m,1 stop,No info,14151
1177,IndiGo,18-05-2019,Kolkata,Banglore,CCU _ NAG _ BLR,18:05,23:30,5h 25m,1 stop,No info,6704
1178,Jet Airways,01-05-2019,Kolkata,Banglore,CCU _ BOM _ BLR,08:25,02-05-2019 12:00,27h 35m,1 stop,In-flight meal not included,9663
1179,IndiGo,18-03-2019,Kolkata,Banglore,CCU _ BLR,15:20,17:55,2h 35m,non-stop,No info,4462
1180,Jet Airways,21-03-2019,Delhi,Cochin,DEL _ BDQ _ BOM _ COK,10:45,22-03-2019 04:25,17h 40m,2 stops,In-flight meal not included,8367
1181,Jet Airways,09-06-2019,Delhi,Cochin,DEL _ NAG _ BOM _ COK,06:45,10-06-2019 04:25,21h 40m,2 stops,No info,13376
1182,Jet Airways,21-05-2019,Kolkata,Banglore,CCU _ DEL _ BLR,20:25,22-05-2019 09:45,13h 20m,1 stop,No info,13067
1183,IndiGo,21-05-2019,Kolkata,Banglore,CCU _ BLR,14:25,16:55,2h 30m,non-stop,No info,5224
1184,Multiple carriers,21-03-2019,Delhi,Cochin,DEL _ BOM _ COK,16:00,22-03-2019 01:35,9h 35m,1 stop,No info,13542
1185,GoAir,24-05-2019,Banglore,Delhi,BLR _ DEL,07:45,10:40,2h 55m,non-stop,No info,3419
1186,Multiple carriers,06-03-2019,Delhi,Cochin,DEL _ HYD _ MAA _ COK,09:45,21:20,11h 35m,2 stops,No info,10444
1187,IndiGo,01-06-2019,Kolkata,Banglore,CCU _ BLR,09:35,12:10,2h 35m,non-stop,No info,4804
1188,Jet Airways,21-05-2019,Mumbai,Hyderabad,BOM _ HYD,07:05,08:30,1h 25m,non-stop,In-flight meal not included,4995
1189,SpiceJet,27-04-2019,Delhi,Cochin,DEL _ BLR _ COK,17:55,22:50,4h 55m,1 stop,No info,4957
1190,Jet Airways,09-05-2019,Delhi,Cochin,DEL _ BOM _ COK,20:55,10-05-2019 04:25,7h 30m,1 stop,No info,15554
1191,Jet Airways,01-05-2019,Kolkata,Banglore,CCU _ BOM _ BLR,20:00,02-05-2019 12:00,16h,1 stop,In-flight meal not included,9663
1192,Jet Airways,18-05-2019,Kolkata,Banglore,CCU _ DEL _ BLR,09:35,19-05-2019 09:45,24h 10m,1 stop,No info,14151
1193,IndiGo,06-06-2019,Delhi,Cochin,DEL _ COK,05:35,08:50,3h 15m,non-stop,No info,5601
1194,Multiple carriers,15-05-2019,Delhi,Cochin,DEL _ BOM _ COK,06:40,19:15,12h 35m,1 stop,No info,7787
1195,Air India,21-03-2019,Banglore,New Delhi,BLR _ MAA _ DEL,11:50,23:55,12h 5m,1 stop,No info,5092
1196,Jet Airways,06-06-2019,Kolkata,Banglore,CCU _ BOM _ BLR,21:10,07-06-2019 09:20,12h 10m,1 stop,In-flight meal not included,10844
1197,Multiple carriers,09-03-2019,Delhi,Cochin,DEL _ IXU _ BOM _ COK,17:50,10-03-2019 01:35,7h 45m,2 stops,No info,23583
1198,Air India,12-05-2019,Kolkata,Banglore,CCU _ BBI _ BOM _ BLR,12:00,13-05-2019 18:30,30h 30m,2 stops,No info,10676
1199,SpiceJet,06-06-2019,Kolkata,Banglore,CCU _ IXB _ BLR,11:15,18:30,7h 15m,1 stop,No info,10156
1200,Air Asia,06-03-2019,Delhi,Cochin,DEL _ BLR _ COK,16:45,07-03-2019 07:10,14h 25m,1 stop,No info,8627
1201,Air Asia,21-05-2019,Kolkata,Banglore,CCU _ BLR,09:45,12:15,2h 30m,non-stop,No info,4409
1202,Multiple carriers,18-05-2019,Delhi,Cochin,DEL _ HYD _ COK,09:45,16:10,6h 25m,1 stop,No info,9646
1203,Jet Airways,12-03-2019,Banglore,New Delhi,BLR _ BOM _ DEL,21:25,13-03-2019 12:25,15h,1 stop,No info,13817
1204,Air India,09-05-2019,Delhi,Cochin,DEL _ UDR _ BOM _ COK,13:20,10-05-2019 07:40,18h 20m,2 stops,No info,13538
1205,Air India,09-05-2019,Kolkata,Banglore,CCU _ BBI _ BOM _ BLR,12:00,10-05-2019 07:55,19h 55m,2 stops,No info,9416
1206,Jet Airways,27-04-2019,Banglore,Delhi,BLR _ DEL,11:10,14:05,2h 55m,non-stop,No info,7229
1207,Air India,01-05-2019,Kolkata,Banglore,CCU _ DEL _ BLR,10:00,23:15,13h 15m,1 stop,No info,10203
1208,IndiGo,21-05-2019,Delhi,Cochin,DEL _ HYD _ COK,16:10,22-05-2019 00:55,8h 45m,1 stop,No info,6778
1209,IndiGo,15-06-2019,Mumbai,Hyderabad,BOM _ HYD,12:00,13:30,1h 30m,non-stop,No info,2754
1210,Air India,01-05-2019,Kolkata,Banglore,CCU _ IXR _ DEL _ BLR,05:50,20:25,14h 35m,2 stops,No info,10991
1211,Vistara,27-05-2019,Banglore,Delhi,BLR _ DEL,11:30,14:20,2h 50m,non-stop,No info,4668
1212,SpiceJet,03-06-2019,Delhi,Cochin,DEL _ PNQ _ COK,08:45,13:15,4h 30m,1 stop,No check-in baggage included,5726
1213,Air India,12-06-2019,Kolkata,Banglore,CCU _ GAU _ DEL _ BLR,09:50,23:15,13h 25m,2 stops,No info,14960
1214,Air India,21-05-2019,Delhi,Cochin,DEL _ MAA _ COK,20:40,22-05-2019 09:25,12h 45m,1 stop,No info,7480
1215,Air Asia,21-05-2019,Kolkata,Banglore,CCU _ BLR,19:55,22:25,2h 30m,non-stop,No info,4107
1216,Jet Airways,01-05-2019,Kolkata,Banglore,CCU _ DEL _ BLR,09:35,02-05-2019 09:45,24h 10m,1 stop,No info,11467
1217,IndiGo,27-04-2019,Delhi,Cochin,DEL _ MAA _ COK,02:00,07:25,5h 25m,1 stop,No info,5796
1218,Jet Airways,06-06-2019,Delhi,Cochin,DEL _ BOM _ COK,02:15,19:00,16h 45m,1 stop,In-flight meal not included,10262
1219,Air India,27-06-2019,Delhi,Cochin,DEL _ RPR _ NAG _ BOM _ COK,05:15,28-06-2019 07:40,26h 25m,3 stops,No info,11543
1220,IndiGo,24-04-2019,Delhi,Cochin,DEL _ HYD _ COK,06:50,12:10,5h 20m,1 stop,No info,5298
1221,Air Asia,27-04-2019,Delhi,Cochin,DEL _ BLR _ COK,20:45,28-04-2019 07:10,10h 25m,1 stop,No info,6451
1222,Air India,09-06-2019,Kolkata,Banglore,CCU _ BLR,14:15,16:45,2h 30m,non-stop,No info,6245
1223,Jet Airways,27-03-2019,Mumbai,Hyderabad,BOM _ HYD,19:35,21:05,1h 30m,non-stop,In-flight meal not included,2071
1224,IndiGo,15-05-2019,Kolkata,Banglore,CCU _ BLR,09:35,12:20,2h 45m,non-stop,No info,4804
1225,Multiple carriers,27-06-2019,Delhi,Cochin,DEL _ BOM _ COK,07:30,21:00,13h 30m,1 stop,No info,7005
1226,Jet Airways,18-03-2019,Banglore,New Delhi,BLR _ BOM _ DEL,05:45,12:25,6h 40m,1 stop,No info,12284
1227,Air India,09-05-2019,Kolkata,Banglore,CCU _ DEL _ BLR,07:00,20:25,13h 25m,1 stop,No info,10203
1228,IndiGo,27-05-2019,Delhi,Cochin,DEL _ HYD _ COK,14:20,22:30,8h 10m,1 stop,No info,6938
1229,Multiple carriers,12-06-2019,Delhi,Cochin,DEL _ BOM _ COK,10:00,13-06-2019 01:30,15h 30m,1 stop,No info,13377
1230,Multiple carriers,01-06-2019,Delhi,Cochin,DEL _ BOM _ COK,09:15,19:15,10h,1 stop,No info,9779
1231,Air India,15-05-2019,Chennai,Kolkata,MAA _ CCU,11:40,13:55,2h 15m,non-stop,No info,4667
1232,Jet Airways,03-04-2019,Banglore,Delhi,BLR _ DEL,19:50,22:50,3h,non-stop,In-flight meal not included,4544
1233,Jet Airways,27-06-2019,Delhi,Cochin,DEL _ BOM _ COK,21:50,28-06-2019 04:25,6h 35m,1 stop,No info,16079
1234,Jet Airways,01-04-2019,Kolkata,Banglore,CCU _ BOM _ BLR,16:30,02-04-2019 19:50,27h 20m,1 stop,In-flight meal not included,7064
1235,Jet Airways,18-05-2019,Delhi,Cochin,DEL _ BOM _ COK,14:00,19:00,5h,1 stop,No info,15554
1236,SpiceJet,18-05-2019,Chennai,Kolkata,MAA _ CCU,09:45,12:00,2h 15m,non-stop,No check-in baggage included,3543
1237,Air India,18-04-2019,Banglore,Delhi,BLR _ DEL,13:20,16:10,2h 50m,non-stop,No info,6121
1238,IndiGo,27-03-2019,Delhi,Cochin,DEL _ BOM _ COK,08:25,15:30,7h 5m,1 stop,No info,8075
1239,Multiple carriers,03-06-2019,Delhi,Cochin,DEL _ BOM _ COK,11:30,04-06-2019 01:30,14h,1 stop,No info,13377
1240,Jet Airways,24-05-2019,Kolkata,Banglore,CCU _ BOM _ BLR,14:05,19:50,5h 45m,1 stop,No info,14571
1241,SpiceJet,24-04-2019,Banglore,Delhi,BLR _ DEL,05:55,08:35,2h 40m,non-stop,No check-in baggage included,3919
1242,Jet Airways,24-03-2019,Kolkata,Banglore,CCU _ BOM _ BLR,18:55,25-03-2019 04:45,9h 50m,1 stop,No info,14231
1243,IndiGo,15-03-2019,Mumbai,Hyderabad,BOM _ HYD,19:05,20:30,1h 25m,non-stop,No info,2754
1244,Air India,21-05-2019,Delhi,Cochin,DEL _ BLR _ COK,17:40,23:00,5h 20m,1 stop,No info,8067
1245,Vistara,06-05-2019,Kolkata,Banglore,CCU _ DEL _ BLR,07:10,22:40,15h 30m,1 stop,No info,8452
1246,Jet Airways,06-03-2019,Banglore,New Delhi,BLR _ BOM _ DEL,14:05,07-03-2019 11:25,21h 20m,1 stop,No info,15025
1247,Jet Airways,01-03-2019,Banglore,New Delhi,BLR _ BOM _ DEL,08:55,16:10,7h 15m,1 stop,No info,26890
1248,Jet Airways,06-03-2019,Delhi,Cochin,DEL _ BOM _ COK,13:00,18:50,5h 50m,1 stop,In-flight meal not included,15103
1249,Jet Airways,24-05-2019,Kolkata,Banglore,CCU _ BOM _ BLR,14:05,25-05-2019 04:40,14h 35m,1 stop,In-flight meal not included,8586
1250,Jet Airways,09-06-2019,Kolkata,Banglore,CCU _ BOM _ BLR,08:25,16:20,7h 55m,1 stop,In-flight meal not included,10844
1251,Jet Airways,21-05-2019,Delhi,Cochin,DEL _ BOM _ COK,21:50,22-05-2019 04:25,6h 35m,1 stop,In-flight meal not included,12898
1252,Jet Airways,12-05-2019,Kolkata,Banglore,CCU _ BOM _ BLR,06:30,13-05-2019 08:15,25h 45m,1 stop,In-flight meal not included,8586
1253,Multiple carriers,09-06-2019,Delhi,Cochin,DEL _ BOM _ COK,08:30,19:00,10h 30m,1 stop,No info,11622
1254,Air India,06-05-2019,Delhi,Cochin,DEL _ LKO _ BOM _ COK,12:20,07-05-2019 19:15,30h 55m,2 stops,No info,13538
1255,Jet Airways,01-06-2019,Delhi,Cochin,DEL _ JAI _ BOM _ COK,05:30,02-06-2019 04:25,22h 55m,2 stops,No info,13014
1256,Jet Airways,09-05-2019,Kolkata,Banglore,CCU _ BOM _ BLR,18:55,10-05-2019 10:05,15h 10m,1 stop,No info,13941
1257,Jet Airways,18-05-2019,Kolkata,Banglore,CCU _ DEL _ BLR,09:35,19-05-2019 10:55,25h 20m,1 stop,No info,14151
1258,Multiple carriers,21-03-2019,Delhi,Cochin,DEL _ BOM _ COK,17:30,22-03-2019 01:35,8h 5m,1 stop,No info,13542
1259,IndiGo,21-03-2019,Delhi,Cochin,DEL _ HYD _ COK,06:40,22:20,15h 40m,1 stop,No info,6558
1260,Air Asia,18-05-2019,Kolkata,Banglore,CCU _ DEL _ BLR,07:35,19:25,11h 50m,1 stop,No info,5192
1261,Vistara,01-06-2019,Banglore,Delhi,BLR _ DEL,07:00,09:40,2h 40m,non-stop,No info,4878
1262,Jet Airways,27-05-2019,Delhi,Cochin,DEL _ BOM _ COK,15:00,28-05-2019 12:35,21h 35m,1 stop,In-flight meal not included,12898
1263,Air India,09-06-2019,Delhi,Cochin,DEL _ BLR _ COK,17:40,23:00,5h 20m,1 stop,No info,7384
1264,GoAir,03-05-2019,Banglore,Delhi,BLR _ DEL,07:45,10:40,2h 55m,non-stop,No info,3898
1265,Air Asia,06-05-2019,Banglore,Delhi,BLR _ DEL,23:55,07-05-2019 02:45,2h 50m,non-stop,No info,3383
1266,IndiGo,24-06-2019,Delhi,Cochin,DEL _ BOM _ COK,06:40,21:00,14h 20m,1 stop,No info,6093
1267,Multiple carriers,12-06-2019,Delhi,Cochin,DEL _ BOM _ COK,08:00,19:00,11h,1 stop,No info,12192
1268,Multiple carriers,12-06-2019,Delhi,Cochin,DEL _ BOM _ COK,12:50,13-06-2019 01:30,12h 40m,1 stop,No info,6795
1269,Jet Airways,18-03-2019,Banglore,New Delhi,BLR _ BOM _ DEL,07:00,16-03-2019 07:40,24h 40m,1 stop,No info,11455
1270,IndiGo,01-06-2019,Chennai,Kolkata,MAA _ CCU,15:40,18:25,2h 45m,non-stop,No info,3540
1271,Multiple carriers,27-05-2019,Delhi,Cochin,DEL _ BOM _ COK,09:00,19:15,10h 15m,1 stop,No info,15898
1272,Multiple carriers,03-06-2019,Delhi,Cochin,DEL _ BOM _ COK,10:00,21:00,11h,1 stop,No info,9718
1273,GoAir,15-05-2019,Kolkata,Banglore,CCU _ AMD _ BLR,16:40,16-05-2019 00:15,7h 35m,1 stop,No info,7831
1274,IndiGo,03-06-2019,Delhi,Cochin,DEL _ BOM _ COK,08:30,21:00,12h 30m,1 stop,No info,6416
1275,Vistara,27-03-2019,Chennai,Kolkata,MAA _ CCU,07:05,09:20,2h 15m,non-stop,No info,3739
1276,Vistara,06-05-2019,Kolkata,Banglore,CCU _ DEL _ BLR,07:10,23:25,16h 15m,1 stop,No info,8085
1277,IndiGo,03-05-2019,Banglore,Delhi,BLR _ DEL,16:55,19:55,3h,non-stop,No info,4823
1278,Jet Airways,09-06-2019,Delhi,Cochin,DEL _ NAG _ BOM _ COK,14:35,10-06-2019 12:35,22h,2 stops,No info,13376
1279,Vistara,15-05-2019,Kolkata,Banglore,CCU _ DEL _ BLR,20:20,16-05-2019 10:45,14h 25m,1 stop,No info,8452
1280,Jet Airways,06-06-2019,Kolkata,Banglore,CCU _ BOM _ BLR,20:00,07-06-2019 22:35,26h 35m,1 stop,In-flight meal not included,10844
1281,Vistara,27-03-2019,Delhi,Cochin,DEL _ COK,06:00,09:10,3h 10m,non-stop,No info,4851
1282,Multiple carriers,15-06-2019,Delhi,Cochin,DEL _ BOM _ COK,19:00,16-06-2019 01:30,6h 30m,1 stop,No info,6795
1283,IndiGo,18-05-2019,Banglore,Delhi,BLR _ DEL,08:30,11:20,2h 50m,non-stop,No info,4823
1284,Jet Airways,09-06-2019,Delhi,Cochin,DEL _ BOM _ COK,20:55,10-06-2019 04:25,7h 30m,1 stop,In-flight meal not included,10577
1285,Jet Airways,27-03-2019,Delhi,Cochin,DEL _ BOM _ COK,20:50,28-03-2019 19:45,22h 55m,1 stop,No info,12032
1286,Air Asia,01-06-2019,Delhi,Cochin,DEL _ BLR _ COK,07:55,13:25,5h 30m,1 stop,No info,9330
1287,Vistara,01-04-2019,Kolkata,Banglore,CCU _ DEL _ BLR,17:00,22:55,5h 55m,1 stop,No info,8977
1288,Multiple carriers,01-06-2019,Delhi,Cochin,DEL _ BOM _ COK,12:50,21:00,8h 10m,1 stop,No info,7005
1289,Jet Airways,18-05-2019,Kolkata,Banglore,CCU _ BOM _ BLR,14:05,20:45,6h 40m,1 stop,In-flight meal not included,10844
1290,Multiple carriers,24-06-2019,Delhi,Cochin,DEL _ BOM _ COK,03:50,12:35,8h 45m,1 stop,No info,12192
1291,Air India,24-03-2019,Banglore,New Delhi,BLR _ DEL,10:00,12:45,2h 45m,non-stop,No info,4441
1292,Multiple carriers,09-05-2019,Delhi,Cochin,DEL _ BOM _ COK,10:35,19:15,8h 40m,1 stop,No info,7575
1293,IndiGo,21-06-2019,Kolkata,Banglore,CCU _ BLR,04:40,07:15,2h 35m,non-stop,No info,4804
1294,SpiceJet,06-06-2019,Chennai,Kolkata,MAA _ CCU,09:45,12:00,2h 15m,non-stop,No info,3597
1295,Air India,06-06-2019,Kolkata,Banglore,CCU _ DEL _ BLR,17:30,07-06-2019 20:25,26h 55m,1 stop,No info,10413
1296,Jet Airways,09-06-2019,Banglore,Delhi,BLR _ DEL,06:00,08:45,2h 45m,non-stop,No info,8016
1297,Jet Airways,09-06-2019,Kolkata,Banglore,CCU _ BOM _ BLR,20:00,10-06-2019 12:00,16h,1 stop,In-flight meal not included,10844
1298,Jet Airways,12-05-2019,Kolkata,Banglore,CCU _ BOM _ BLR,16:30,13-05-2019 09:20,16h 50m,1 stop,In-flight meal not included,9663
1299,IndiGo,18-05-2019,Delhi,Cochin,DEL _ BOM _ COK,20:25,19-05-2019 01:30,5h 5m,1 stop,No info,6069
1300,IndiGo,27-05-2019,Delhi,Cochin,DEL _ HYD _ COK,11:55,22:30,10h 35m,1 stop,No info,6442
1301,Multiple carriers,01-06-2019,Delhi,Cochin,DEL _ BOM _ COK,09:00,21:00,12h,1 stop,No info,13587
1302,Air India,09-05-2019,Mumbai,Hyderabad,BOM _ HYD,19:30,20:45,1h 15m,non-stop,No info,3100
1303,Jet Airways,21-05-2019,Kolkata,Banglore,CCU _ BOM _ BLR,06:30,18:15,11h 45m,1 stop,No info,14781
1304,Jet Airways,21-05-2019,Delhi,Cochin,DEL _ BOM _ COK,21:50,22-05-2019 19:00,21h 10m,1 stop,In-flight meal not included,12898
1305,IndiGo,18-06-2019,Kolkata,Banglore,CCU _ BLR,14:25,16:55,2h 30m,non-stop,No info,4804
1306,SpiceJet,15-04-2019,Kolkata,Banglore,CCU _ BLR,09:00,11:25,2h 25m,non-stop,No info,4174
1307,IndiGo,24-05-2019,Banglore,Delhi,BLR _ DEL,23:30,25-05-2019 02:20,2h 50m,non-stop,No info,4591
1308,Jet Airways,06-05-2019,Kolkata,Banglore,CCU _ BOM _ BLR,16:30,07-05-2019 19:50,27h 20m,1 stop,In-flight meal not included,9663
1309,Multiple carriers,15-05-2019,Delhi,Cochin,DEL _ BOM _ COK,08:45,19:15,10h 30m,1 stop,No info,8266
1310,IndiGo,06-05-2019,Banglore,Delhi,BLR _ DEL,07:10,10:05,2h 55m,non-stop,No info,4823
1311,Air India,21-05-2019,Delhi,Cochin,DEL _ COK,18:05,21:10,3h 5m,non-stop,No info,6094
1312,Jet Airways,24-05-2019,Kolkata,Banglore,CCU _ BOM _ BLR,21:10,25-05-2019 04:40,7h 30m,1 stop,No info,14178
1313,Jet Airways,09-06-2019,Delhi,Cochin,DEL _ NAG _ BOM _ COK,06:45,10-06-2019 12:35,29h 50m,2 stops,No info,13376
1314,Air India,24-03-2019,Mumbai,Hyderabad,BOM _ HYD,21:05,22:25,1h 20m,non-stop,No info,2575
