Airline,Source,Destination,Total_Stops,Price,Duration_Hours_Minutes,Day_of_Departure,Month_of_Departure,Year_of_Departure,Dep_Time_Hour,Dep_Time_Minute,Arrival_Time_Hour,Arrival_Time_Minute,Day_of_Arrival,Month_of_Arrival,Year_of_Arrival
Jet Airways,Delhi,Cochin,1,10262.0,1505,24,6,2019,11,30,12,35,25,6,2019
Air India,Kolkata,Banglore,0,4460.0,155,4,6,2019,20,45,23,20,4,6,2019
IndiGo,Banglore,Delhi,0,7648.0,175,3,3,2019,18,25,21,20,3,3,2019
Vistara,Kolkata,Banglore,1,8610.0,790,6,6,2019,7,10,20,20,6,6,2019
IndiGo,Chennai,Kolkata,0,3597.0,140,18,6,2019,13,15,15,35,18,6,2019
IndiGo,Delhi,Cochin,1,6442.0,515,24,6,2019,7,35,16,10,24,6,2019
IndiGo,Delhi,Cochin,1,12351.0,860,3,9,2019,6,40,21,0,3,9,2019
Multiple carriers,Delhi,Cochin,1,14067.0,480,21,5,2019,17,30,1,30,22,5,2019
IndiGo,Banglore,Delhi,0,4823.0,170,15,5,2019,20,0,22,50,15,5,2019
Vistara,Kolkata,Banglore,1,12102.0,1750,24,3,2019,17,0,22,10,25,3,2019
Jet Airways,Mumbai,Hyderabad,0,8040.0,85,24,5,2019,7,5,8,30,24,5,2019
IndiGo,Banglore,Delhi,0,7648.0,175,3,3,2019,10,5,13,0,3,3,2019
IndiGo,Delhi,Cochin,1,6582.0,325,5,9,2019,2,0,7,25,5,9,2019
Vistara,Banglore,Delhi,0,4668.0,170,6,12,2019,11,30,14,20,6,12,2019
IndiGo,Banglore,Delhi,0,4823.0,170,4,1,2019,20,0,22,50,4,1,2019
SpiceJet,Kolkata,Banglore,0,3873.0,140,5,1,2019,22,20,0,40,5,2,2019
Multiple carriers,Delhi,Cochin,1,8476.0,535,18,5,2019,10,20,19,15,18,5,2019
IndiGo,Delhi,Cochin,1,5636.0,315,27,5,2019,7,15,12,30,27,5,2019
Jet Airways,Kolkata,Banglore,1,8586.0,685,5,12,2019,8,25,19,50,5,12,2019
IndiGo,Banglore,Delhi,0,4823.0,175,6,6,2019,18,25,21,20,6,6,2019
Air India,Delhi,Cochin,0,6881.0,170,3,6,2019,5,10,8,0,3,6,2019
Jet Airways,Kolkata,Banglore,1,10844.0,510,5,9,2019,14,5,22,35,5,9,2019
IndiGo,Kolkata,Banglore,1,4226.0,220,24,4,2019,19,35,23,15,24,4,2019
Jet Airways,Delhi,Cochin,1,12373.0,1425,5,9,2019,19,15,19,0,5,10,2019
Air India,Kolkata,Banglore,2,10697.0,810,6,6,2019,8,20,21,50,6,6,2019
Jet Airways,Mumbai,Hyderabad,0,4995.0,90,6,3,2019,10,20,11,50,6,3,2019
Air India,Delhi,Cochin,2,9443.0,1595,24,6,2019,16,40,19,15,25,6,2019
Jet Airways,Delhi,Cochin,2,13029.0,1375,18,5,2019,5,30,4,25,19,5,2019
Jet Airways,Delhi,Cochin,2,12347.0,2040,21,3,2019,18,25,4,25,23,3,2019
Multiple carriers,Delhi,Cochin,1,7408.0,480,6,9,2019,13,0,21,0,6,9,2019
Jet Airways,Kolkata,Banglore,1,7064.0,865,4,1,2019,18,55,9,20,4,2,2019
Jet Airways,Delhi,Cochin,1,13843.0,925,3,6,2019,13,0,4,25,3,7,2019
IndiGo,Kolkata,Banglore,0,4174.0,155,4,12,2019,15,30,18,5,4,12,2019
Multiple carriers,Delhi,Cochin,3,16294.0,565,15,5,2019,11,35,21,0,15,5,2019
SpiceJet,Kolkata,Banglore,0,3841.0,155,18,5,2019,6,55,9,30,18,5,2019
IndiGo,Banglore,Delhi,0,4423.0,170,15,6,2019,4,0,6,50,15,6,2019
Air India,Delhi,Cochin,0,5201.0,170,6,12,2019,5,10,8,0,6,12,2019
Air India,Banglore,Delhi,2,12599.0,1705,3,3,2019,6,45,11,10,3,7,2019
IndiGo,Mumbai,Hyderabad,0,4049.0,90,21,5,2019,6,25,7,55,21,5,2019
Air India,Kolkata,Banglore,2,12797.0,1505,24,5,2019,9,25,10,30,25,5,2019
Jet Airways,Kolkata,Banglore,1,13067.0,870,24,5,2019,20,25,10,55,25,5,2019
Vistara,Kolkata,Banglore,1,9345.0,1350,24,5,2019,20,20,18,50,25,5,2019
IndiGo,Delhi,Cochin,1,6818.0,425,21,5,2019,5,5,12,10,21,5,2019
Jet Airways,Mumbai,Hyderabad,0,8040.0,90,5,3,2019,10,20,11,50,5,3,2019
Jet Airways,Delhi,Cochin,2,14300.0,1095,6,12,2019,18,20,12,35,13,6,2019
Multiple carriers,Delhi,Cochin,1,13727.0,435,15,5,2019,18,15,1,30,16,5,2019
Jet Airways,Banglore,Delhi,1,7832.0,1050,21,3,2019,16,55,10,25,19,3,2019
Multiple carriers,Delhi,Cochin,1,16259.0,535,3,9,2019,4,0,12,55,3,9,2019
IndiGo,Banglore,Delhi,0,4823.0,170,27,6,2019,8,30,11,20,27,6,2019
Jet Airways,Banglore,Delhi,1,16736.0,1235,3,6,2019,11,40,8,15,3,7,2019
Air India,Kolkata,Banglore,2,13217.0,1200,6,6,2019,9,25,5,25,6,7,2019
Multiple carriers,Delhi,Cochin,1,6637.0,490,27,3,2019,12,50,21,0,27,3,2019
Jet Airways,Kolkata,Banglore,1,10844.0,1025,6,9,2019,18,55,12,0,6,10,2019
Multiple carriers,Delhi,Cochin,1,8401.0,555,21,3,2019,10,0,19,15,21,3,2019
SpiceJet,Kolkata,Banglore,0,3873.0,145,4,12,2019,9,0,11,25,4,12,2019
Jet Airways,Delhi,Cochin,2,12410.0,505,24,6,2019,20,0,4,25,25,6,2019
Jet Airways,Delhi,Cochin,2,15129.0,810,18,5,2019,23,5,12,35,19,5,2019
IndiGo,Banglore,Delhi,0,4423.0,170,5,1,2019,13,0,15,50,5,1,2019
Jet Airways,Delhi,Cochin,1,16079.0,360,27,5,2019,13,0,19,0,27,5,2019
Air India,Kolkata,Banglore,2,15894.0,1105,6,6,2019,14,30,8,55,6,7,2019
Multiple carriers,Delhi,Cochin,1,9103.0,845,15,5,2019,4,55,19,0,15,5,2019
Air India,Delhi,Cochin,1,8991.0,1350,6,12,2019,9,45,8,15,13,6,2019
Air India,Kolkata,Banglore,2,7893.0,1530,4,1,2019,16,50,18,20,4,2,2019
IndiGo,Mumbai,Hyderabad,0,4575.0,90,3,3,2019,2,30,4,0,3,3,2019
SpiceJet,Kolkata,Banglore,0,3873.0,145,5,3,2019,9,0,11,25,5,3,2019
Jet Airways,Banglore,Delhi,1,7832.0,935,21,3,2019,5,45,21,20,21,3,2019
IndiGo,Chennai,Kolkata,0,3597.0,140,5,1,2019,14,45,17,5,5,1,2019
Jet Airways,Kolkata,Banglore,1,13759.0,1575,24,3,2019,21,10,23,25,25,3,2019
Jet Airways,Banglore,Delhi,0,7229.0,185,27,5,2019,18,55,22,0,27,5,2019
SpiceJet,Kolkata,Banglore,0,3873.0,155,15,4,2019,6,55,9,30,15,4,2019
Multiple carriers,Delhi,Cochin,1,9794.0,780,15,5,2019,6,0,19,0,15,5,2019
Air India,Delhi,Cochin,1,6681.0,1125,27,3,2019,13,30,8,15,28,3,2019
IndiGo,Banglore,Delhi,0,4423.0,180,21,4,2019,21,15,0,15,22,4,2019
Jet Airways,Kolkata,Banglore,1,10844.0,685,15,5,2019,8,25,19,50,15,5,2019
IndiGo,Delhi,Cochin,1,7258.0,705,6,1,2019,9,15,21,0,6,1,2019
Jet Airways,Mumbai,Hyderabad,0,4995.0,90,6,12,2019,10,20,11,50,6,12,2019
Jet Airways,Delhi,Cochin,1,14924.0,1325,6,9,2019,20,55,19,0,6,10,2019
Vistara,Banglore,Delhi,1,6590.0,1665,15,3,2019,6,40,10,25,16,3,2019
Jet Airways,Delhi,Cochin,1,10262.0,940,6,3,2019,20,55,12,35,6,4,2019
SpiceJet,Kolkata,Banglore,0,5515.0,150,3,9,2019,9,0,11,30,3,9,2019
Jet Airways,Delhi,Cochin,2,6643.0,1475,27,3,2019,19,10,19,45,28,3,2019
IndiGo,Mumbai,Hyderabad,0,2754.0,90,24,6,2019,19,5,20,35,24,6,2019
IndiGo,Delhi,Cochin,1,6493.0,310,6,9,2019,17,5,22,15,6,9,2019
IndiGo,Kolkata,Banglore,1,6218.0,325,24,5,2019,18,5,23,30,24,5,2019
Air India,Delhi,Cochin,2,10861.0,800,6,6,2019,5,55,19,15,6,6,2019
IndiGo,Delhi,Cochin,1,7094.0,515,3,6,2019,7,35,16,10,3,6,2019
SpiceJet,Mumbai,Hyderabad,0,2227.0,85,24,3,2019,22,45,0,10,25,3,2019
Jet Airways,Banglore,Delhi,0,4544.0,180,21,4,2019,19,50,22,50,21,4,2019
Air India,Banglore,Delhi,2,7664.0,630,21,3,2019,5,50,16,20,21,3,2019
Jet Airways,Banglore,Delhi,0,8016.0,180,27,6,2019,17,45,20,45,27,6,2019
Air Asia,Kolkata,Banglore,0,3807.0,150,27,5,2019,22,50,1,20,28,5,2019
Air India,Delhi,Cochin,2,12698.0,725,6,3,2019,7,10,19,15,6,3,2019
Jet Airways,Kolkata,Banglore,1,8586.0,1330,24,5,2019,6,30,4,40,25,5,2019
Jet Airways,Kolkata,Banglore,1,7064.0,1330,4,1,2019,6,30,4,40,4,2,2019
IndiGo,Delhi,Cochin,0,5601.0,195,6,9,2019,5,35,8,50,6,9,2019
SpiceJet,Delhi,Cochin,1,7317.0,380,21,5,2019,15,45,22,5,21,5,2019
Air India,Kolkata,Banglore,3,12797.0,1470,5,6,2019,10,0,10,30,5,7,2019
IndiGo,Kolkata,Banglore,1,4226.0,255,4,6,2019,6,15,10,30,4,6,2019
Jet Airways,Kolkata,Banglore,1,14151.0,395,5,12,2019,17,0,23,35,5,12,2019
IndiGo,Delhi,Cochin,1,6628.0,890,27,3,2019,10,45,1,35,28,3,2019
IndiGo,Banglore,Delhi,0,8033.0,170,3,9,2019,4,0,6,50,3,9,2019
Multiple carriers,Delhi,Cochin,1,11200.0,505,6,1,2019,10,35,19,0,6,1,2019
IndiGo,Kolkata,Banglore,0,4804.0,155,24,6,2019,15,30,18,5,24,6,2019
Air Asia,Kolkata,Banglore,1,5192.0,720,6,12,2019,22,40,10,40,13,6,2019
Jet Airways,Delhi,Cochin,2,13014.0,1125,6,12,2019,9,40,4,25,13,6,2019
Jet Airways,Kolkata,Banglore,1,10844.0,1525,21,5,2019,21,10,22,35,22,5,2019
Multiple carriers,Delhi,Cochin,1,15603.0,510,3,6,2019,7,0,15,30,3,6,2019
GoAir,Banglore,Delhi,0,4239.0,175,4,3,2019,7,45,10,40,4,3,2019
Jet Airways,Kolkata,Banglore,1,13044.0,1200,6,12,2019,14,5,10,5,13,6,2019
Jet Airways,Delhi,Cochin,1,12898.0,1485,27,5,2019,18,15,19,0,28,5,2019
SpiceJet,Kolkata,Banglore,1,6013.0,520,4,1,2019,8,35,17,15,4,1,2019
Jet Airways,Kolkata,Banglore,1,14781.0,365,5,6,2019,16,30,22,35,5,6,2019
Jet Airways,Delhi,Cochin,1,12557.0,655,21,3,2019,17,30,4,25,22,3,2019
Multiple carriers,Delhi,Cochin,1,13875.0,845,3,6,2019,4,45,18,50,3,6,2019
Jet Airways,Delhi,Cochin,2,11507.0,1130,15,6,2019,9,35,4,25,16,6,2019
Air India,Kolkata,Banglore,0,5510.0,150,18,6,2019,14,15,16,45,18,6,2019
GoAir,Kolkata,Banglore,1,10198.0,460,24,3,2019,16,25,0,5,25,3,2019
Jet Airways,Kolkata,Banglore,1,8355.0,435,6,12,2019,10,20,17,35,6,12,2019
Jet Airways,Banglore,Delhi,0,8016.0,185,6,1,2019,18,55,22,0,6,1,2019
IndiGo,Delhi,Cochin,1,6314.0,625,27,5,2019,10,35,21,0,27,5,2019
Air India,Delhi,Cochin,0,5831.0,170,3,9,2019,5,10,8,0,3,9,2019
Jet Airways,Delhi,Cochin,1,10262.0,550,24,6,2019,19,15,4,25,25,6,2019
Multiple carriers,Delhi,Cochin,1,15136.0,700,3,6,2019,13,55,1,35,3,7,2019
Jet Airways,Banglore,Delhi,1,7832.0,830,21,3,2019,20,35,10,25,19,3,2019
SpiceJet,Chennai,Kolkata,0,3859.0,135,24,3,2019,8,20,10,35,24,3,2019
IndiGo,Kolkata,Banglore,0,4174.0,150,4,6,2019,15,15,17,45,4,6,2019
Jet Airways,Banglore,Delhi,1,19225.0,340,3,6,2019,5,45,11,25,3,6,2019
IndiGo,Delhi,Cochin,1,10518.0,975,3,9,2019,4,45,21,0,3,9,2019
IndiGo,Banglore,Delhi,0,4823.0,175,4,6,2019,7,10,10,5,4,6,2019
Air India,Banglore,Delhi,0,7276.0,165,24,3,2019,10,0,12,45,24,3,2019
Multiple carriers,Delhi,Cochin,1,12192.0,540,6,9,2019,10,0,19,0,6,9,2019
Air Asia,Delhi,Cochin,1,11410.0,865,6,1,2019,16,45,7,10,6,2,2019
Air India,Kolkata,Banglore,2,13033.0,920,21,5,2019,10,0,1,20,22,5,2019
Jet Airways,Banglore,Delhi,1,26890.0,570,3,1,2019,5,45,15,15,3,1,2019
IndiGo,Kolkata,Banglore,0,4804.0,150,27,6,2019,15,15,17,45,27,6,2019
Jet Airways,Kolkata,Banglore,1,10844.0,1550,15,5,2019,18,55,20,45,16,5,2019
Air India,Delhi,Cochin,2,12436.0,1820,6,12,2019,12,55,19,15,13,6,2019
IndiGo,Banglore,Delhi,0,4823.0,175,21,6,2019,7,10,10,5,21,6,2019
IndiGo,Mumbai,Hyderabad,0,2227.0,90,6,3,2019,21,20,22,50,6,3,2019
Jet Airways,Delhi,Cochin,1,10262.0,940,6,1,2019,20,55,12,35,6,2,2019
Jet Airways,Delhi,Cochin,1,17024.0,1225,3,3,2019,8,0,4,25,3,4,2019
Jet Airways,Delhi,Cochin,2,9296.0,1325,27,3,2019,6,20,4,25,28,3,2019
Air India,Delhi,Cochin,0,6094.0,185,6,6,2019,18,5,21,10,6,6,2019
Jet Airways,Kolkata,Banglore,1,8586.0,1215,6,9,2019,8,25,4,40,6,10,2019
Jet Airways,Delhi,Cochin,2,10919.0,1300,15,6,2019,6,45,4,25,16,6,2019
GoAir,Kolkata,Banglore,1,9495.0,455,6,9,2019,16,40,0,15,6,10,2019
Jet Airways,Delhi,Cochin,1,14714.0,395,6,12,2019,21,50,4,25,13,6,2019
Air India,Delhi,Cochin,0,5201.0,180,24,6,2019,14,10,17,10,24,6,2019
Air India,Delhi,Cochin,2,7090.0,1420,27,3,2019,9,45,9,25,28,3,2019
IndiGo,Mumbai,Hyderabad,0,4575.0,90,15,5,2019,9,10,10,40,15,5,2019
Multiple carriers,Delhi,Cochin,1,9646.0,545,15,5,2019,7,5,16,10,15,5,2019
IndiGo,Delhi,Cochin,1,5636.0,325,6,12,2019,2,0,7,25,6,12,2019
Multiple carriers,Delhi,Cochin,1,9646.0,545,15,6,2019,7,5,16,10,15,6,2019
Jet Airways,Mumbai,Hyderabad,0,4050.0,90,3,9,2019,19,40,21,10,3,9,2019
Jet Airways,Delhi,Cochin,1,14714.0,1270,6,9,2019,21,50,19,0,6,10,2019
IndiGo,Kolkata,Banglore,0,4804.0,150,18,6,2019,15,15,17,45,18,6,2019
Jet Airways,Delhi,Cochin,1,10577.0,1485,6,9,2019,18,15,19,0,6,10,2019
GoAir,Banglore,Delhi,0,3898.0,165,15,6,2019,20,55,23,40,15,6,2019
Jet Airways,Kolkata,Banglore,1,14571.0,960,6,6,2019,20,0,12,0,6,7,2019
Jet Airways,Delhi,Cochin,2,10919.0,1300,15,6,2019,6,45,4,25,16,6,2019
Jet Airways,Banglore,Delhi,0,8016.0,165,18,6,2019,6,0,8,45,18,6,2019
IndiGo,Delhi,Cochin,1,6287.0,425,21,3,2019,4,55,12,0,21,3,2019
Air India,Kolkata,Banglore,1,8366.0,905,6,6,2019,16,50,7,55,6,7,2019
Jet Airways,Delhi,Cochin,1,15400.0,440,3,6,2019,11,30,18,50,3,6,2019
Vistara,Banglore,Delhi,0,8553.0,160,3,3,2019,19,40,22,20,3,3,2019
SpiceJet,Kolkata,Banglore,0,3841.0,155,4,9,2019,6,55,9,30,4,9,2019
Air India,Delhi,Cochin,2,10021.0,1545,4,9,2019,5,55,7,40,4,10,2019
SpiceJet,Chennai,Kolkata,0,3597.0,140,24,6,2019,17,45,20,5,24,6,2019
IndiGo,Chennai,Kolkata,0,4332.0,145,24,5,2019,11,35,14,0,24,5,2019
GoAir,Banglore,Delhi,0,3898.0,165,21,6,2019,20,55,23,40,21,6,2019
Jet Airways,Mumbai,Hyderabad,2,21375.0,1665,3,6,2019,13,5,16,50,3,7,2019
Vistara,Kolkata,Banglore,1,8610.0,975,6,6,2019,7,10,23,25,6,6,2019
IndiGo,Kolkata,Banglore,0,4804.0,155,15,6,2019,17,15,19,50,15,6,2019
Air India,Delhi,Cochin,2,13591.0,1730,6,1,2019,14,25,19,15,6,2,2019
Jet Airways,Kolkata,Banglore,1,14781.0,590,5,6,2019,6,30,16,20,5,6,2019
Jet Airways,Banglore,Delhi,1,9134.0,315,15,3,2019,8,0,13,15,15,3,2019
Air India,Delhi,Cochin,2,10493.0,1545,6,9,2019,5,55,7,40,6,10,2019
Jet Airways,Banglore,Delhi,1,8147.0,1280,24,3,2019,11,40,9,0,19,3,2019
SpiceJet,Kolkata,Banglore,0,3873.0,140,21,6,2019,22,20,0,40,22,6,2019
Jet Airways,Kolkata,Banglore,1,14571.0,1025,6,9,2019,18,55,12,0,6,10,2019
Air India,Banglore,Delhi,2,11003.0,655,3,3,2019,10,30,21,25,3,3,2019
Jet Airways,Delhi,Cochin,1,10262.0,550,6,3,2019,19,15,4,25,6,4,2019
Jet Airways,Delhi,Cochin,1,12719.0,995,21,3,2019,2,15,18,50,21,3,2019
Jet Airways,Delhi,Cochin,1,10262.0,1325,24,6,2019,20,55,19,0,25,6,2019
Air India,Banglore,Delhi,0,7171.0,165,21,6,2019,17,0,19,45,21,6,2019
SpiceJet,Banglore,Delhi,0,4423.0,160,27,4,2019,5,55,8,35,27,4,2019
Multiple carriers,Delhi,Cochin,1,12616.0,490,3,9,2019,17,25,1,35,3,10,2019
Air India,Delhi,Cochin,2,12970.0,1560,6,1,2019,17,15,19,15,6,2,2019
Jet Airways,Kolkata,Banglore,1,14914.0,775,24,3,2019,21,10,10,5,25,3,2019
Jet Airways,Mumbai,Hyderabad,0,3210.0,85,5,6,2019,2,55,4,20,5,6,2019
GoAir,Banglore,Delhi,0,4632.0,175,21,4,2019,7,45,10,40,21,4,2019
Jet Airways,Delhi,Cochin,1,12373.0,655,5,9,2019,17,30,4,25,5,10,2019
IndiGo,Kolkata,Banglore,0,4804.0,150,15,6,2019,14,25,16,55,15,6,2019
Multiple carriers,Delhi,Cochin,3,21829.0,565,3,3,2019,11,35,21,0,3,3,2019
Multiple carriers,Delhi,Cochin,1,13587.0,780,6,1,2019,8,0,21,0,6,1,2019
Jet Airways,Delhi,Cochin,2,12819.0,1760,27,6,2019,23,5,4,25,29,6,2019
Air Asia,Delhi,Cochin,1,6151.0,660,27,3,2019,20,10,7,10,28,3,2019
Jet Airways,Banglore,Delhi,0,8016.0,175,6,1,2019,15,15,18,10,6,1,2019
Multiple carriers,Delhi,Cochin,1,15135.0,680,3,6,2019,7,30,18,50,3,6,2019
IndiGo,Delhi,Cochin,1,6794.0,500,21,5,2019,17,10,1,30,22,5,2019
Vistara,Kolkata,Banglore,1,8610.0,1640,15,5,2019,17,0,20,20,16,5,2019
Air India,Kolkata,Banglore,2,12723.0,1840,18,5,2019,5,50,12,30,19,5,2019
Air India,Kolkata,Banglore,1,7662.0,1515,6,6,2019,12,0,13,15,6,7,2019
Multiple carriers,Delhi,Cochin,1,14343.0,515,3,9,2019,17,0,1,35,3,10,2019
Multiple carriers,Delhi,Cochin,1,6795.0,910,6,1,2019,10,20,1,30,6,2,2019
SpiceJet,Kolkata,Banglore,0,3873.0,140,5,9,2019,22,20,0,40,5,10,2019
IndiGo,Mumbai,Hyderabad,0,2754.0,90,6,12,2019,19,5,20,35,6,12,2019
Air India,Mumbai,Hyderabad,1,16666.0,905,3,6,2019,6,10,21,15,3,6,2019
Multiple carriers,Delhi,Cochin,1,11098.0,460,6,1,2019,4,55,12,35,6,1,2019
Jet Airways,Kolkata,Banglore,1,10539.0,1745,6,9,2019,17,0,22,5,6,10,2019
Air India,Delhi,Cochin,1,9929.0,735,27,5,2019,7,0,19,15,27,5,2019
Jet Airways,Kolkata,Banglore,1,10844.0,1430,5,12,2019,16,30,16,20,13,5,2019
Jet Airways,Kolkata,Banglore,1,12692.0,1730,6,6,2019,9,35,14,25,6,7,2019
Jet Airways,Delhi,Cochin,1,9212.0,455,21,3,2019,20,50,4,25,22,3,2019
Multiple carriers,Delhi,Cochin,1,13727.0,630,15,5,2019,15,0,1,30,16,5,2019
Air Asia,Banglore,Delhi,0,4282.0,170,15,6,2019,4,55,7,45,15,6,2019
Jet Airways,Kolkata,Banglore,1,10844.0,1285,24,5,2019,18,55,16,20,25,5,2019
Air India,Delhi,Cochin,1,7480.0,965,27,6,2019,17,20,9,25,28,6,2019
IndiGo,Banglore,Delhi,0,4823.0,180,5,1,2019,16,55,19,55,5,1,2019
Jet Airways,Delhi,Cochin,1,12373.0,825,18,5,2019,22,50,12,35,19,5,2019
Multiple carriers,Delhi,Cochin,1,7215.0,560,21,3,2019,11,40,21,0,21,3,2019
Air India,Delhi,Cochin,1,7480.0,1640,5,9,2019,6,5,9,25,5,10,2019
Multiple carriers,Delhi,Cochin,1,8143.0,720,24,6,2019,9,0,21,0,24,6,2019
IndiGo,Banglore,Delhi,0,4823.0,175,5,3,2019,18,25,21,20,5,3,2019
Jet Airways,Kolkata,Banglore,1,10844.0,735,6,6,2019,20,0,8,15,6,7,2019
SpiceJet,Banglore,Delhi,0,5621.0,175,4,12,2019,21,10,0,5,13,4,2019
Vistara,Kolkata,Banglore,1,9555.0,1440,18,5,2019,20,20,20,20,19,5,2019
IndiGo,Banglore,Delhi,0,4777.0,165,21,3,2019,1,30,4,15,21,3,2019
SpiceJet,Banglore,Delhi,0,7648.0,175,3,3,2019,9,35,12,30,3,3,2019
IndiGo,Kolkata,Banglore,1,10308.0,295,4,1,2019,9,20,14,15,4,1,2019
Jet Airways,Delhi,Cochin,2,21219.0,440,24,5,2019,11,40,19,0,24,5,2019
IndiGo,Kolkata,Banglore,1,11319.0,295,5,6,2019,9,20,14,15,5,6,2019
Jet Airways,Kolkata,Banglore,1,10844.0,1415,15,5,2019,21,10,20,45,16,5,2019
Multiple carriers,Delhi,Cochin,1,15078.0,435,5,9,2019,18,15,1,30,5,10,2019
SpiceJet,Mumbai,Hyderabad,0,2017.0,90,5,1,2019,22,45,0,15,5,2,2019
Air Asia,Kolkata,Banglore,0,4409.0,150,6,1,2019,22,50,1,20,6,2,2019
IndiGo,Delhi,Cochin,1,5054.0,275,6,9,2019,7,35,12,10,6,9,2019
Air India,Banglore,Delhi,2,10111.0,980,15,3,2019,5,50,22,10,15,3,2019
SpiceJet,Banglore,Delhi,0,4273.0,170,18,3,2019,20,30,23,20,18,3,2019
Jet Airways,Delhi,Cochin,2,8728.0,1735,21,3,2019,13,55,18,50,22,3,2019
Air India,Kolkata,Banglore,1,8576.0,905,24,5,2019,16,50,7,55,25,5,2019
Jet Airways,Banglore,Delhi,0,8016.0,180,6,3,2019,17,45,20,45,6,3,2019
Jet Airways,Banglore,Delhi,0,8016.0,175,6,9,2019,15,15,18,10,6,9,2019
Jet Airways,Kolkata,Banglore,1,14151.0,1630,18,5,2019,20,25,23,35,19,5,2019
IndiGo,Banglore,Delhi,0,4423.0,165,15,4,2019,6,5,8,50,15,4,2019
Jet Airways,Mumbai,Hyderabad,0,4050.0,85,15,6,2019,7,5,8,30,15,6,2019
Jet Airways,Kolkata,Banglore,1,14781.0,345,5,6,2019,14,5,19,50,5,6,2019
Jet Airways,Kolkata,Banglore,1,8586.0,735,15,5,2019,20,0,8,15,16,5,2019
Air Asia,Kolkata,Banglore,1,5162.0,215,21,5,2019,19,55,23,30,21,5,2019
Jet Airways,Kolkata,Banglore,1,13731.0,450,6,9,2019,21,10,4,40,6,10,2019
Jet Airways,Delhi,Cochin,1,7438.0,925,21,3,2019,13,0,4,25,22,3,2019
Jet Airways,Kolkata,Banglore,1,14151.0,1520,15,5,2019,9,35,10,55,16,5,2019
Vistara,Banglore,Delhi,0,5613.0,170,4,12,2019,21,0,23,50,4,12,2019
IndiGo,Kolkata,Banglore,1,5380.0,290,15,5,2019,15,15,20,5,15,5,2019
Jet Airways,Delhi,Cochin,1,7438.0,1015,21,3,2019,11,30,4,25,22,3,2019
Multiple carriers,Delhi,Cochin,1,9646.0,925,6,1,2019,7,5,22,30,6,1,2019
Air Asia,Delhi,Cochin,1,6853.0,625,15,5,2019,20,45,7,10,16,5,2019
Jet Airways,Banglore,Delhi,1,13555.0,375,18,3,2019,14,5,20,20,18,3,2019
IndiGo,Delhi,Cochin,1,5883.0,480,15,6,2019,17,30,1,30,16,6,2019
IndiGo,Delhi,Cochin,1,6171.0,425,3,9,2019,4,55,12,0,3,9,2019
IndiGo,Mumbai,Hyderabad,0,3175.0,90,21,5,2019,16,55,18,25,21,5,2019
IndiGo,Delhi,Cochin,1,4832.0,355,27,3,2019,7,45,13,40,27,3,2019
Multiple carriers,Delhi,Cochin,1,13377.0,570,6,1,2019,16,0,1,30,6,2,2019
Jet Airways,Delhi,Cochin,1,10262.0,520,24,6,2019,19,45,4,25,25,6,2019
Jet Airways,Delhi,Cochin,1,10262.0,1100,6,1,2019,18,15,12,35,6,2,2019
Air India,Delhi,Cochin,2,8603.0,1180,18,5,2019,12,0,7,40,19,5,2019
Jet Airways,Kolkata,Banglore,1,8586.0,1330,6,6,2019,6,30,4,40,6,7,2019
Vistara,Kolkata,Banglore,1,8452.0,765,21,5,2019,20,20,9,5,22,5,2019
Jet Airways,Kolkata,Banglore,1,14231.0,1395,24,3,2019,18,55,18,10,25,3,2019
Jet Airways,Delhi,Cochin,1,16289.0,660,21,5,2019,8,0,19,0,21,5,2019
SpiceJet,Banglore,Delhi,0,6860.0,175,3,3,2019,9,35,12,30,3,3,2019
IndiGo,Mumbai,Hyderabad,0,2754.0,90,5,9,2019,2,35,4,5,5,9,2019
Multiple carriers,Delhi,Cochin,1,9646.0,925,6,9,2019,7,5,22,30,6,9,2019
Air India,Chennai,Kolkata,0,4667.0,135,27,5,2019,11,40,13,55,27,5,2019
IndiGo,Kolkata,Banglore,0,4804.0,155,21,4,2019,15,30,18,5,21,4,2019
IndiGo,Banglore,Delhi,0,4545.0,165,3,9,2019,1,30,4,15,3,9,2019
Jet Airways,Banglore,Delhi,1,25735.0,1290,3,1,2019,22,50,20,20,3,2,2019
Jet Airways,Delhi,Cochin,2,12647.0,1375,21,3,2019,5,30,4,25,22,3,2019
Jet Airways,Kolkata,Banglore,1,8586.0,1090,5,1,2019,14,5,8,15,5,2,2019
IndiGo,Chennai,Kolkata,0,5277.0,140,6,9,2019,22,5,0,25,6,10,2019
IndiGo,Delhi,Cochin,1,6206.0,845,27,3,2019,11,30,1,35,28,3,2019
Air Asia,Banglore,Delhi,0,4483.0,165,4,12,2019,11,10,13,55,4,12,2019
Vistara,Kolkata,Banglore,1,9870.0,1550,24,5,2019,17,0,18,50,25,5,2019
SpiceJet,Kolkata,Banglore,0,3841.0,150,27,6,2019,17,10,19,40,27,6,2019
SpiceJet,Kolkata,Banglore,0,3815.0,150,27,3,2019,9,0,11,30,27,3,2019
IndiGo,Banglore,Delhi,0,6860.0,170,24,3,2019,23,30,2,20,25,3,2019
Jet Airways,Kolkata,Banglore,1,12121.0,870,5,1,2019,20,25,10,55,5,2,2019
Jet Airways,Delhi,Cochin,1,5963.0,535,27,3,2019,9,55,18,50,27,3,2019
