Airline,Source,Destination,Total_Stops,Duration_Hours_Minutes,Day_of_Departure,Month_of_Departure,Year_of_Departure,Dep_Time_Hour,Dep_Time_Minute,Arrival_Time_Hour,Arrival_Time_Minute,Day_of_Arrival,Month_of_Arrival,Year_of_Arrival
Jet Airways,Kolkata,Banglore,1,1430,4,1,2019,20,0,19,50,4,2,2019
Jet Airways,Kolkata,Banglore,1,520,6,12,2019,20,0,4,40,13,6,2019
Jet Airways,Kolkata,Banglore,1,890,5,9,2019,21,10,12,0,5,10,2019
IndiGo,Delhi,Cochin,1,305,27,5,2019,20,25,1,30,28,5,2019
Air India,Kolkata,Banglore,0,155,5,12,2019,20,45,23,20,5,12,2019
Vistara,Mumbai,Hyderabad,1,670,3,6,2019,8,45,19,55,3,6,2019
Jet Airways,Mumbai,Hyderabad,0,90,5,6,2019,10,20,11,50,5,6,2019
Air India,Delhi,Cochin,2,1115,27,3,2019,13,5,7,40,28,3,2019
Jet Airways,Delhi,Cochin,1,620,15,6,2019,2,15,12,35,15,6,2019
GoAir,Kolkata,Banglore,1,455,6,9,2019,16,40,0,15,6,10,2019
Vistara,Kolkata,Banglore,1,1345,24,3,2019,20,20,18,45,25,3,2019
Multiple carriers,Delhi,Cochin,1,840,5,9,2019,11,30,1,30,5,10,2019
SpiceJet,Delhi,Cochin,1,270,6,12,2019,8,45,13,15,6,12,2019
IndiGo,Banglore,Delhi,0,170,6,1,2019,10,30,13,20,6,1,2019
Vistara,Kolkata,Banglore,1,1350,6,12,2019,20,20,18,50,13,6,2019
Multiple carriers,Delhi,Cochin,1,780,27,6,2019,6,0,19,0,27,6,2019
Vistara,Banglore,Delhi,0,170,4,9,2019,9,45,12,35,4,9,2019
Jet Airways,Kolkata,Banglore,1,800,6,12,2019,6,30,19,50,6,12,2019
Jet Airways,Kolkata,Banglore,1,1520,5,1,2019,9,35,10,55,5,2,2019
IndiGo,Kolkata,Banglore,0,165,5,6,2019,9,35,12,20,5,6,2019
Multiple carriers,Delhi,Cochin,1,755,3,3,2019,13,0,1,35,3,4,2019
SpiceJet,Mumbai,Hyderabad,0,90,4,1,2019,13,15,14,45,4,1,2019
Jet Airways,Banglore,Delhi,0,180,4,6,2019,7,10,10,10,4,6,2019
Jet Airways,Banglore,Delhi,1,680,3,6,2019,11,40,23,0,3,6,2019
IndiGo,Delhi,Cochin,1,965,6,12,2019,4,55,21,0,6,12,2019
Jet Airways,Kolkata,Banglore,1,795,24,3,2019,18,55,8,10,25,3,2019
Jet Airways,Kolkata,Banglore,1,1285,5,6,2019,18,55,16,20,5,7,2019
Jet Airways,Mumbai,Hyderabad,0,85,21,3,2019,7,10,8,35,21,3,2019
Air India,Delhi,Cochin,1,965,27,3,2019,17,20,9,25,28,3,2019
Jet Airways,Kolkata,Banglore,1,685,4,1,2019,8,25,19,50,4,1,2019
Jet Airways,Kolkata,Banglore,1,890,24,5,2019,21,10,12,0,25,5,2019
Jet Airways,Delhi,Cochin,1,600,6,6,2019,9,0,19,0,6,6,2019
IndiGo,Mumbai,Hyderabad,0,85,3,1,2019,6,20,7,45,3,1,2019
IndiGo,Delhi,Cochin,1,345,27,4,2019,2,0,7,45,27,4,2019
Jet Airways,Banglore,Delhi,0,180,21,5,2019,17,45,20,45,21,5,2019
SpiceJet,Mumbai,Hyderabad,0,90,21,5,2019,5,45,7,15,21,5,2019
Vistara,Banglore,Delhi,0,155,24,3,2019,16,0,18,35,24,3,2019
IndiGo,Delhi,Cochin,1,705,6,12,2019,9,15,21,0,6,12,2019
Jet Airways,Kolkata,Banglore,1,840,15,5,2019,9,35,23,35,15,5,2019
IndiGo,Delhi,Cochin,1,515,3,9,2019,7,35,16,10,3,9,2019
IndiGo,Mumbai,Hyderabad,0,85,3,3,2019,6,20,7,45,3,3,2019
Air India,Banglore,Delhi,2,875,18,3,2019,8,50,23,25,18,3,2019
Multiple carriers,Delhi,Cochin,1,640,3,3,2019,10,20,21,0,3,3,2019
GoAir,Banglore,Delhi,0,165,6,9,2019,20,55,23,40,6,9,2019
Jet Airways,Banglore,Delhi,1,1555,3,6,2019,22,50,0,45,3,8,2019
Jet Airways,Kolkata,Banglore,1,705,24,5,2019,6,30,18,15,24,5,2019
Jet Airways,Delhi,Cochin,2,910,5,9,2019,21,25,12,35,5,10,2019
Jet Airways,Kolkata,Banglore,1,750,15,5,2019,9,35,22,5,15,5,2019
Jet Airways,Mumbai,Hyderabad,0,85,5,9,2019,7,5,8,30,5,9,2019
Jet Airways,Delhi,Cochin,1,1010,6,3,2019,19,45,12,35,6,4,2019
Jet Airways,Kolkata,Banglore,1,730,4,1,2019,21,10,9,20,4,2,2019
Jet Airways,Delhi,Cochin,1,1685,3,9,2019,0,20,4,25,3,10,2019
Multiple carriers,Delhi,Cochin,1,480,6,9,2019,13,0,21,0,6,9,2019
Vistara,Chennai,Kolkata,0,135,5,6,2019,7,5,9,20,5,6,2019
IndiGo,Kolkata,Banglore,0,160,3,12,2019,21,25,0,5,13,3,2019
Air India,Banglore,Delhi,0,170,5,1,2019,13,20,16,10,5,1,2019
IndiGo,Mumbai,Hyderabad,0,90,4,1,2019,19,5,20,35,4,1,2019
Air India,Banglore,Delhi,2,1710,3,12,2019,6,50,11,20,13,3,2019
Jet Airways,Delhi,Cochin,2,1090,15,6,2019,18,25,12,35,16,6,2019
IndiGo,Banglore,Delhi,0,170,6,3,2019,8,30,11,20,6,3,2019
Jet Airways,Kolkata,Banglore,1,505,6,12,2019,9,35,18,0,6,12,2019
IndiGo,Banglore,Delhi,0,170,24,3,2019,23,30,2,20,22,3,2019
SpiceJet,Kolkata,Banglore,0,145,21,5,2019,9,0,11,25,21,5,2019
IndiGo,Banglore,Delhi,0,170,4,9,2019,8,30,11,20,4,9,2019
Jet Airways,Kolkata,Banglore,1,520,5,6,2019,20,0,4,40,5,7,2019
Multiple carriers,Delhi,Cochin,1,510,18,5,2019,17,0,1,30,19,5,2019
Jet Airways,Kolkata,Banglore,1,1285,15,5,2019,17,0,14,25,16,5,2019
IndiGo,Kolkata,Banglore,1,280,24,3,2019,15,10,19,50,24,3,2019
Jet Airways,Banglore,Delhi,0,185,5,12,2019,18,55,22,0,5,12,2019
Jet Airways,Banglore,Delhi,0,175,6,12,2019,11,10,14,5,6,12,2019
Jet Airways,Kolkata,Banglore,1,750,6,6,2019,9,35,22,5,6,6,2019
IndiGo,Kolkata,Banglore,0,155,5,1,2019,15,30,18,5,5,1,2019
SpiceJet,Kolkata,Banglore,0,145,4,1,2019,9,0,11,25,4,1,2019
Jet Airways,Kolkata,Banglore,1,590,15,5,2019,6,30,16,20,15,5,2019
Jet Airways,Kolkata,Banglore,1,1430,18,5,2019,16,30,16,20,19,5,2019
Jet Airways,Banglore,Delhi,0,165,21,4,2019,6,0,8,45,21,4,2019
Vistara,Banglore,Delhi,0,155,18,5,2019,17,0,19,35,18,5,2019
Jet Airways,Delhi,Cochin,2,1320,6,3,2019,14,35,12,35,6,4,2019
Jet Airways,Kolkata,Banglore,1,800,24,5,2019,20,25,9,45,25,5,2019
Multiple carriers,Delhi,Cochin,1,830,24,6,2019,11,40,1,30,25,6,2019
IndiGo,Delhi,Cochin,1,310,15,4,2019,17,5,22,15,15,4,2019
Air India,Delhi,Cochin,3,2280,21,3,2019,5,15,19,15,22,3,2019
Multiple carriers,Delhi,Cochin,1,910,21,3,2019,7,10,22,20,21,3,2019
Air India,Banglore,Delhi,0,165,3,9,2019,21,10,23,55,3,9,2019
Air India,Kolkata,Banglore,2,1200,4,1,2019,9,25,5,25,4,2,2019
Vistara,Kolkata,Banglore,1,1350,24,5,2019,20,20,18,50,25,5,2019
Jet Airways,Banglore,Delhi,1,890,21,3,2019,20,35,11,25,19,3,2019
IndiGo,Delhi,Cochin,1,705,6,9,2019,9,15,21,0,6,9,2019
Jet Airways,Banglore,Delhi,1,805,24,3,2019,22,50,12,15,19,3,2019
Jet Airways,Delhi,Cochin,2,900,27,5,2019,13,25,4,25,28,5,2019
Jet Airways,Mumbai,Hyderabad,0,90,18,6,2019,10,20,11,50,18,6,2019
Air India,Delhi,Cochin,2,1560,18,5,2019,17,15,19,15,19,5,2019
Jet Airways,Delhi,Cochin,2,1375,24,6,2019,5,30,4,25,25,6,2019
Air India,Banglore,Delhi,1,330,15,3,2019,6,45,12,15,15,3,2019
Air India,Delhi,Cochin,1,1640,27,3,2019,6,5,9,25,28,3,2019
Jet Airways,Kolkata,Banglore,1,1685,6,9,2019,17,0,21,5,6,10,2019
IndiGo,Banglore,Delhi,0,170,18,5,2019,20,0,22,50,18,5,2019
Vistara,Banglore,Delhi,0,160,3,9,2019,11,30,14,10,3,9,2019
Jet Airways,Delhi,Cochin,1,450,6,12,2019,20,55,4,25,13,6,2019
Jet Airways,Delhi,Cochin,2,1615,27,5,2019,9,40,12,35,28,5,2019
Vistara,Kolkata,Banglore,1,1625,6,12,2019,20,20,23,25,13,6,2019
SpiceJet,Banglore,Delhi,0,170,6,1,2019,9,30,12,20,6,1,2019
Jet Airways,Delhi,Cochin,2,1615,27,5,2019,9,40,12,35,28,5,2019
Multiple carriers,Delhi,Cochin,1,385,15,5,2019,9,45,16,10,15,5,2019
IndiGo,Delhi,Cochin,1,295,15,5,2019,5,10,10,5,15,5,2019
IndiGo,Banglore,Delhi,0,170,27,4,2019,10,10,13,0,27,4,2019
Jet Airways,Kolkata,Banglore,1,735,4,1,2019,20,0,8,15,4,2,2019
Air India,Banglore,Delhi,2,1795,15,3,2019,17,0,22,55,16,3,2019
Air India,Delhi,Cochin,1,615,6,6,2019,9,0,19,15,6,6,2019
Air India,Delhi,Cochin,2,1595,24,6,2019,16,40,19,15,25,6,2019
Jet Airways,Kolkata,Banglore,1,345,4,1,2019,14,5,19,50,4,1,2019
Jet Airways,Mumbai,Hyderabad,0,90,3,9,2019,19,40,21,10,3,9,2019
IndiGo,Kolkata,Banglore,0,155,6,1,2019,17,15,19,50,6,1,2019
SpiceJet,Banglore,Delhi,0,170,24,3,2019,20,30,23,20,24,3,2019
Jet Airways,Kolkata,Banglore,1,475,5,1,2019,8,25,16,20,5,1,2019
IndiGo,Chennai,Kolkata,0,140,27,3,2019,19,35,21,55,27,3,2019
Jet Airways,Delhi,Cochin,1,800,27,3,2019,15,5,4,25,28,3,2019
IndiGo,Delhi,Cochin,1,810,4,9,2019,7,30,21,0,4,9,2019
Jet Airways,Delhi,Cochin,2,1125,21,5,2019,9,40,4,25,22,5,2019
IndiGo,Kolkata,Banglore,0,165,15,3,2019,22,10,0,55,16,3,2019
Jet Airways,Delhi,Cochin,1,1530,24,6,2019,17,30,19,0,25,6,2019
Jet Airways,Kolkata,Banglore,1,775,5,9,2019,21,10,10,5,5,10,2019
IndiGo,Delhi,Cochin,1,505,21,3,2019,17,10,1,35,22,3,2019
IndiGo,Chennai,Kolkata,0,145,6,12,2019,5,15,7,40,6,12,2019
SpiceJet,Chennai,Kolkata,0,140,6,9,2019,17,45,20,5,6,9,2019
Jet Airways,Kolkata,Banglore,1,1450,5,6,2019,9,35,9,45,5,7,2019
Air India,Kolkata,Banglore,2,875,6,6,2019,5,50,20,25,6,6,2019
IndiGo,Banglore,Delhi,1,260,3,1,2019,16,15,20,35,3,1,2019
SpiceJet,Banglore,Delhi,0,175,21,5,2019,21,10,0,5,22,5,2019
Multiple carriers,Delhi,Cochin,1,640,27,6,2019,10,20,21,0,27,6,2019
Jet Airways,Delhi,Cochin,1,1655,15,6,2019,9,0,12,35,16,6,2019
Multiple carriers,Delhi,Cochin,1,750,15,5,2019,13,0,1,30,16,5,2019
Multiple carriers,Delhi,Cochin,1,735,6,6,2019,8,45,21,0,6,6,2019
Jet Airways,Kolkata,Banglore,1,1485,5,6,2019,20,0,20,45,5,7,2019
IndiGo,Banglore,Delhi,0,165,3,9,2019,6,0,8,45,3,9,2019
Air Asia,Kolkata,Banglore,2,500,6,9,2019,15,10,23,30,6,9,2019
IndiGo,Delhi,Cochin,1,415,6,6,2019,18,35,1,30,6,7,2019
Multiple carriers,Delhi,Cochin,1,480,24,6,2019,13,0,21,0,24,6,2019
IndiGo,Mumbai,Hyderabad,0,90,21,3,2019,2,30,4,0,21,3,2019
Air India,Kolkata,Banglore,2,1210,24,3,2019,9,25,5,35,25,3,2019
Vistara,Kolkata,Banglore,1,765,5,1,2019,20,20,9,5,5,2,2019
Jet Airways,Mumbai,Hyderabad,0,90,18,6,2019,19,35,21,5,18,6,2019
GoAir,Kolkata,Banglore,1,475,6,9,2019,6,40,14,35,6,9,2019
Air India,Delhi,Cochin,2,1275,5,9,2019,22,0,19,15,5,10,2019
IndiGo,Kolkata,Banglore,0,165,3,3,2019,17,15,20,0,3,3,2019
Air India,Kolkata,Banglore,2,1700,5,1,2019,9,25,13,45,5,2,2019
Jet Airways,Kolkata,Banglore,1,1495,24,5,2019,18,55,19,50,25,5,2019
IndiGo,Banglore,Delhi,0,170,18,5,2019,13,0,15,50,18,5,2019
Air India,Delhi,Cochin,0,170,15,4,2019,5,10,8,0,15,4,2019
Air Asia,Kolkata,Banglore,2,500,6,6,2019,15,10,23,30,6,6,2019
Jet Airways,Banglore,Delhi,0,175,18,5,2019,11,10,14,5,18,5,2019
Jet Airways,Mumbai,Hyderabad,1,815,3,12,2019,3,0,16,35,3,12,2019
Jet Airways,Delhi,Cochin,1,450,5,9,2019,20,55,4,25,5,10,2019
Air India,Banglore,Delhi,2,435,18,3,2019,10,30,17,45,18,3,2019
Jet Airways,Delhi,Cochin,2,485,21,3,2019,10,45,18,50,21,3,2019
SpiceJet,Kolkata,Banglore,0,155,4,1,2019,6,55,9,30,4,1,2019
Multiple carriers,Delhi,Cochin,1,910,27,5,2019,3,50,19,0,27,5,2019
Jet Airways,Delhi,Cochin,1,1355,27,5,2019,14,0,12,35,28,5,2019
Air India,Kolkata,Banglore,2,765,21,5,2019,16,50,5,35,22,5,2019
Multiple carriers,Delhi,Cochin,2,495,3,3,2019,13,5,21,20,3,3,2019
Jet Airways,Kolkata,Banglore,1,1080,21,5,2019,20,25,14,25,22,5,2019
Air India,Delhi,Cochin,1,675,27,5,2019,8,0,19,15,27,5,2019
Air India,Delhi,Cochin,2,1595,3,6,2019,16,40,19,15,3,7,2019
Air India,Delhi,Cochin,2,1545,3,9,2019,5,55,7,40,3,10,2019
Jet Airways,Delhi,Cochin,1,1395,5,9,2019,19,45,19,0,5,10,2019
Jet Airways,Delhi,Cochin,1,360,15,6,2019,13,0,19,0,15,6,2019
Jet Airways,Kolkata,Banglore,1,590,5,6,2019,8,25,18,15,5,6,2019
Vistara,Banglore,Delhi,0,170,27,5,2019,9,45,12,35,27,5,2019
IndiGo,Delhi,Cochin,1,575,6,6,2019,11,25,21,0,6,6,2019
Jet Airways,Banglore,Delhi,0,185,18,6,2019,18,55,22,0,18,6,2019
IndiGo,Banglore,Delhi,0,180,4,3,2019,16,55,19,55,4,3,2019
SpiceJet,Chennai,Kolkata,0,135,18,6,2019,8,20,10,35,18,6,2019
Jet Airways,Delhi,Cochin,1,540,5,9,2019,10,0,19,0,5,9,2019
Jet Airways,Banglore,Delhi,1,900,18,3,2019,14,5,5,5,16,3,2019
IndiGo,Chennai,Kolkata,0,140,21,3,2019,19,35,21,55,21,3,2019
Jet Airways,Banglore,Delhi,0,180,6,3,2019,8,20,11,20,6,3,2019
Air India,Mumbai,Hyderabad,0,90,6,1,2019,13,55,15,25,6,1,2019
Jet Airways,Mumbai,Hyderabad,0,90,18,5,2019,19,35,21,5,18,5,2019
Jet Airways,Delhi,Cochin,2,1045,24,6,2019,19,10,12,35,25,6,2019
Air India,Delhi,Cochin,2,1410,3,6,2019,19,45,19,15,3,7,2019
Jet Airways,Delhi,Cochin,1,330,4,6,2019,7,5,12,35,4,6,2019
Jet Airways,Banglore,Delhi,0,180,6,6,2019,7,10,10,10,6,6,2019
Multiple carriers,Delhi,Cochin,1,480,18,5,2019,17,30,1,30,19,5,2019
Air India,Kolkata,Banglore,2,1255,21,5,2019,16,50,13,45,22,5,2019
Multiple carriers,Delhi,Cochin,1,570,15,6,2019,16,0,1,30,16,6,2019
Multiple carriers,Delhi,Cochin,1,390,15,5,2019,19,0,1,30,16,5,2019
SpiceJet,Banglore,Delhi,0,175,24,3,2019,9,35,12,30,24,3,2019
Air Asia,Kolkata,Banglore,2,500,15,5,2019,15,10,23,30,15,5,2019
IndiGo,Delhi,Cochin,1,455,6,12,2019,8,35,16,10,6,12,2019
Air India,Delhi,Cochin,2,1730,24,6,2019,14,25,19,15,25,6,2019
Jet Airways,Kolkata,Banglore,1,740,5,1,2019,8,25,20,45,5,1,2019
Jet Airways,Kolkata,Banglore,1,1450,5,1,2019,9,35,9,45,5,2,2019
GoAir,Banglore,Delhi,0,170,5,6,2019,11,40,14,30,5,6,2019
Air India,Delhi,Cochin,1,1420,27,3,2019,9,45,9,25,28,3,2019
Air India,Delhi,Cochin,3,1585,6,1,2019,5,15,7,40,6,2,2019
IndiGo,Banglore,Delhi,0,165,24,3,2019,1,30,4,15,24,3,2019
Jet Airways,Mumbai,Hyderabad,0,85,24,3,2019,7,10,8,35,24,3,2019
Jet Airways,Delhi,Cochin,1,1015,6,1,2019,11,30,4,25,6,2,2019
Jet Airways,Delhi,Cochin,1,1325,6,3,2019,20,55,19,0,6,4,2019
Multiple carriers,Delhi,Cochin,1,690,6,6,2019,14,0,1,30,6,7,2019
Jet Airways,Delhi,Cochin,1,805,24,6,2019,15,0,4,25,25,6,2019
Jet Airways,Delhi,Cochin,1,600,6,9,2019,9,0,19,0,6,9,2019
Jet Airways,Delhi,Cochin,2,535,6,1,2019,19,30,4,25,6,2,2019
Jet Airways,Delhi,Cochin,2,810,4,9,2019,5,30,19,0,4,9,2019
Multiple carriers,Delhi,Cochin,1,440,6,6,2019,11,40,19,0,6,6,2019
Multiple carriers,Delhi,Cochin,1,755,6,1,2019,6,40,19,15,6,1,2019
Jet Airways,Mumbai,Hyderabad,0,85,24,6,2019,7,5,8,30,24,6,2019
Jet Airways,Mumbai,Hyderabad,2,1415,3,6,2019,17,15,16,50,3,7,2019
Vistara,Delhi,Cochin,0,190,4,9,2019,6,0,9,10,4,9,2019
Jet Airways,Kolkata,Banglore,1,1200,5,6,2019,14,5,10,5,5,7,2019
Jet Airways,Banglore,Delhi,0,180,27,6,2019,7,10,10,10,27,6,2019
Jet Airways,Kolkata,Banglore,1,1685,6,9,2019,17,0,21,5,6,10,2019
Jet Airways,Kolkata,Banglore,1,800,5,1,2019,6,30,19,50,5,1,2019
IndiGo,Kolkata,Banglore,0,160,21,4,2019,21,25,0,5,22,4,2019
IndiGo,Banglore,Delhi,0,170,4,3,2019,22,10,1,0,4,4,2019
Air Asia,Kolkata,Banglore,0,150,18,5,2019,19,55,22,25,18,5,2019
IndiGo,Banglore,Delhi,0,170,5,12,2019,23,30,2,20,13,5,2019
Air India,Delhi,Cochin,2,1410,27,6,2019,19,45,19,15,28,6,2019
SpiceJet,Chennai,Kolkata,0,135,21,6,2019,8,20,10,35,21,6,2019
Vistara,Banglore,Delhi,1,1665,15,3,2019,6,40,10,25,16,3,2019
Air India,Banglore,Delhi,0,170,18,3,2019,13,20,16,10,18,3,2019
Multiple carriers,Delhi,Cochin,1,690,24,6,2019,14,0,1,30,25,6,2019
GoAir,Banglore,Delhi,0,165,6,3,2019,20,55,23,40,6,3,2019
GoAir,Banglore,Delhi,0,175,6,1,2019,7,45,10,40,6,1,2019
Jet Airways,Kolkata,Banglore,1,685,6,12,2019,8,25,19,50,6,12,2019
Air Asia,Banglore,Delhi,0,170,4,12,2019,23,55,2,45,13,4,2019
Air India,Kolkata,Banglore,0,150,4,1,2019,14,15,16,45,4,1,2019
Air India,Kolkata,Banglore,2,1410,5,12,2019,16,45,16,15,13,5,2019
Multiple carriers,Delhi,Cochin,1,480,6,6,2019,17,30,1,30,6,7,2019
Vistara,Kolkata,Banglore,1,930,18,5,2019,7,10,22,40,18,5,2019
Jet Airways,Kolkata,Banglore,1,435,15,5,2019,10,20,17,35,15,5,2019
Jet Airways,Delhi,Cochin,1,800,3,9,2019,15,5,4,25,3,10,2019
Vistara,Banglore,Delhi,0,170,24,4,2019,9,45,12,35,24,4,2019
Air India,Delhi,Cochin,2,1820,6,12,2019,12,55,19,15,13,6,2019
IndiGo,Mumbai,Hyderabad,0,95,15,5,2019,20,5,21,40,15,5,2019
Jet Airways,Kolkata,Banglore,1,1545,5,6,2019,6,30,8,15,5,7,2019
Vistara,Banglore,Delhi,0,170,6,1,2019,11,30,14,20,6,1,2019
SpiceJet,Banglore,Delhi,0,175,15,6,2019,21,10,0,5,16,6,2019
Jet Airways,Delhi,Cochin,1,600,6,12,2019,9,0,19,0,6,12,2019
Multiple carriers,Delhi,Cochin,1,455,3,6,2019,11,40,19,15,3,6,2019
Multiple carriers,Delhi,Cochin,1,460,6,1,2019,4,55,12,35,6,1,2019
GoAir,Delhi,Cochin,1,440,3,6,2019,6,0,13,20,3,6,2019
Jet Airways,Delhi,Cochin,0,195,27,5,2019,11,0,14,15,27,5,2019
Jet Airways,Delhi,Cochin,1,1485,6,9,2019,18,15,19,0,6,10,2019
Air India,Delhi,Cochin,2,1180,6,1,2019,12,0,7,40,6,2,2019
Jet Airways,Kolkata,Banglore,1,1610,5,1,2019,6,30,9,20,5,2,2019
Jet Airways,Delhi,Cochin,2,1475,27,3,2019,19,10,19,45,28,3,2019
Multiple carriers,Delhi,Cochin,1,455,15,6,2019,14,55,22,30,15,6,2019
IndiGo,Banglore,Delhi,0,170,18,5,2019,22,10,1,0,19,5,2019
Jet Airways,Banglore,Delhi,0,180,4,3,2019,8,20,11,20,4,3,2019
Jet Airways,Delhi,Cochin,1,450,6,6,2019,11,30,19,0,6,6,2019
Jet Airways,Delhi,Cochin,2,1025,6,1,2019,19,30,12,35,6,2,2019
Air India,Kolkata,Banglore,2,725,18,5,2019,8,20,20,25,18,5,2019
Air India,Mumbai,Hyderabad,0,75,21,3,2019,19,30,20,45,21,3,2019
Jet Airways,Delhi,Cochin,2,830,15,6,2019,14,35,4,25,16,6,2019
Multiple carriers,Delhi,Cochin,1,665,3,6,2019,9,55,21,0,3,6,2019
IndiGo,Chennai,Kolkata,0,145,21,3,2019,11,35,14,0,21,3,2019
IndiGo,Kolkata,Banglore,0,155,3,6,2019,15,20,17,55,3,6,2019
SpiceJet,Kolkata,Banglore,0,150,5,6,2019,17,10,19,40,5,6,2019
Jet Airways,Kolkata,Banglore,1,1295,6,6,2019,20,25,18,0,6,7,2019
Jet Airways,Delhi,Cochin,1,1665,3,6,2019,16,0,19,45,3,7,2019
Air India,Delhi,Cochin,2,1820,4,9,2019,12,55,19,15,4,10,2019
Jet Airways,Kolkata,Banglore,1,910,15,5,2019,18,55,10,5,16,5,2019
Jet Airways,Kolkata,Banglore,1,1345,24,3,2019,19,45,18,10,25,3,2019
GoAir,Delhi,Cochin,1,535,3,6,2019,10,25,19,20,3,6,2019
Jet Airways,Delhi,Cochin,2,1475,27,3,2019,19,10,19,45,28,3,2019
Air India,Mumbai,Hyderabad,0,75,15,5,2019,19,30,20,45,15,5,2019
Jet Airways,Delhi,Cochin,2,1615,6,3,2019,9,40,12,35,6,4,2019
Jet Airways,Mumbai,Hyderabad,0,90,5,3,2019,10,20,11,50,5,3,2019
Air India,Banglore,Delhi,0,165,4,12,2019,10,0,12,45,4,12,2019
IndiGo,Delhi,Cochin,1,380,27,3,2019,9,10,15,30,27,3,2019
Air India,Banglore,Delhi,2,1545,18,3,2019,8,50,10,35,16,3,2019
Air Asia,Banglore,Delhi,0,165,3,3,2019,23,25,2,10,3,7,2019
Air India,Banglore,Delhi,0,170,4,1,2019,21,5,23,55,4,1,2019
Air Asia,Kolkata,Banglore,0,155,6,12,2019,10,20,12,55,6,12,2019
Air India,Kolkata,Banglore,3,1830,4,1,2019,16,45,23,15,4,2,2019
Jet Airways,Kolkata,Banglore,1,1080,5,1,2019,20,25,14,25,5,2,2019
GoAir,Banglore,Delhi,0,175,24,3,2019,7,45,10,40,24,3,2019
IndiGo,Kolkata,Banglore,0,155,15,5,2019,15,30,18,5,15,5,2019
Multiple carriers,Delhi,Cochin,1,395,6,12,2019,6,0,12,35,6,12,2019
IndiGo,Kolkata,Banglore,0,155,5,12,2019,17,15,19,50,5,12,2019
IndiGo,Delhi,Cochin,1,965,6,3,2019,4,55,21,0,6,3,2019
IndiGo,Kolkata,Banglore,0,155,27,4,2019,11,30,14,5,27,4,2019
Air India,Banglore,Delhi,1,1730,3,1,2019,13,50,18,40,3,2,2019
Jet Airways,Banglore,Delhi,0,175,6,3,2019,11,10,14,5,6,3,2019
Air India,Kolkata,Banglore,2,1155,4,1,2019,16,45,12,0,4,2,2019
Multiple carriers,Delhi,Cochin,1,455,6,6,2019,11,25,19,0,6,6,2019
IndiGo,Mumbai,Hyderabad,0,90,3,3,2019,20,5,21,35,3,3,2019
Air India,Kolkata,Banglore,2,1045,5,1,2019,5,50,23,15,5,1,2019
Jet Airways,Delhi,Cochin,1,330,6,12,2019,7,5,12,35,6,12,2019
Air India,Delhi,Cochin,2,1380,6,9,2019,20,15,19,15,6,10,2019
Jet Airways,Delhi,Cochin,1,925,5,9,2019,13,0,4,25,5,10,2019
IndiGo,Delhi,Cochin,1,305,15,6,2019,23,30,4,35,16,6,2019
Multiple carriers,Delhi,Cochin,1,925,15,5,2019,7,5,22,30,15,5,2019
Vistara,Kolkata,Banglore,1,385,24,5,2019,17,0,23,25,24,5,2019
Vistara,Kolkata,Banglore,1,1395,24,3,2019,9,55,9,10,25,3,2019
Jet Airways,Banglore,Delhi,1,730,21,3,2019,7,0,19,10,21,3,2019
Air India,Banglore,Delhi,0,165,4,1,2019,17,0,19,45,4,1,2019
Multiple carriers,Delhi,Cochin,1,555,27,6,2019,13,15,22,30,27,6,2019
Jet Airways,Kolkata,Banglore,1,1005,5,1,2019,17,0,9,45,5,2,2019
GoAir,Delhi,Cochin,1,355,15,5,2019,7,0,12,55,15,5,2019
IndiGo,Delhi,Cochin,1,490,6,1,2019,14,20,22,30,6,1,2019
IndiGo,Chennai,Kolkata,0,140,6,3,2019,22,5,0,25,6,4,2019
Jet Airways,Kolkata,Banglore,1,1285,6,9,2019,18,55,16,20,6,10,2019
Air India,Kolkata,Banglore,2,1195,5,6,2019,12,0,7,55,5,7,2019
SpiceJet,Chennai,Kolkata,0,135,24,3,2019,8,20,10,35,24,3,2019
Jet Airways,Delhi,Cochin,2,1060,21,3,2019,10,45,4,25,22,3,2019
Air India,Delhi,Cochin,2,1220,21,5,2019,13,5,9,25,22,5,2019
Jet Airways,Kolkata,Banglore,1,740,15,5,2019,8,25,20,45,15,5,2019
Multiple carriers,Delhi,Cochin,1,540,27,5,2019,7,10,16,10,27,5,2019
SpiceJet,Banglore,Delhi,0,170,24,4,2019,9,30,12,20,24,4,2019
IndiGo,Delhi,Cochin,1,370,27,3,2019,16,10,22,20,27,3,2019
SpiceJet,Kolkata,Banglore,0,145,18,4,2019,9,0,11,25,18,4,2019
Multiple carriers,Delhi,Cochin,1,390,24,5,2019,19,0,1,30,25,5,2019
IndiGo,Kolkata,Banglore,1,290,24,4,2019,15,15,20,5,24,4,2019
SpiceJet,Kolkata,Banglore,0,145,24,5,2019,9,0,11,25,24,5,2019
IndiGo,Delhi,Cochin,1,310,15,5,2019,17,5,22,15,15,5,2019
Jet Airways,Banglore,Delhi,1,1590,3,12,2019,5,45,8,15,13,3,2019
IndiGo,Banglore,Delhi,0,170,15,6,2019,4,0,6,50,15,6,2019
Multiple carriers,Delhi,Cochin,2,625,6,12,2019,15,5,1,30,13,6,2019
IndiGo,Delhi,Cochin,1,780,21,5,2019,11,55,0,55,22,5,2019
Jet Airways,Delhi,Cochin,1,1655,18,5,2019,9,0,12,35,19,5,2019
